Age,Review Text,Rating,Recommended IND,Positive Feedback Count
37,these jeans fit well and the stretch makes them comfortable. i cannot recommemd them though because they are see through. wish white jeans were better lined so that this is not usually a problem!,3,0,1
49,"...the print is so sharking, and i love the way it looks on the model  but i am a more curvy figure, and the boxyish cut plus rather stuff fabric in front is incredibly unflattering. ordinarily i love everything made by maeve, but this one sadly must be returned... on a thinnerstraightershaped person i expect it would be great.",3,0,1
54,"i bought this top in black. it is high quality material and i love the mock neck and zipper in back.  however, not only are the armholes are too large, the shirt is cut too short. if i size down for smaller armholes, it becomes a crop top, not a flattering look for 50something me. i really wanted this to work, but alas, it went back.",2,0,1
48,"gorgeous color and great price, but too low cut and because of the design, a camis would not work. disappointed",2,0,1
31,"i loved this shirt from the moment i saw it on the table. i am always too tall for a peplum blouse because they hit my rib cage instead of my waist, but this shirt does not have that problem! i have the white one, the polka dots are a really pretty corn flower blue color. i usually wear an 8 in maeve blouses, but this one i took a 6. there is definately no give though. i have a very flat chest and only wear a lacy bralette under this shirt because there is no room for anything else. i am sad thou",5,1,1
39,i want to like and keep. at this price point i cannot justify keeping. if it does go to clearance i will reorder. due to the thin material it seems more summery and casual than what i was anticipating. true to size. i ordered a medium and am 59 and 155 pounds.,3,0,8
47,"the top fits nice, but after one wear did not even washed it the fabric was all fuzzy. would not recommend it.",2,0,1
28,i am so sad that this romper did not work out. it is just way too billowy and huge. i am usually between a small and medium so i ordered this small. i am petite and somewhat curvy and i was absolutely swimming in this romper! might look best on taller girls. i am 5 2 and about 125130 lbs and this was like wearing a tent. do not recommend. such a bummer because i was a believer after treading all of the great reviews!,3,0,1
37,i love this top. it is so soft and the cut is so flattering for a sweater! the sleeve holes are low enough so that you could easily layer underneath it but high enough to be work alone. the knit is a perfect fall thickeness...warm but not too thick. i am 511 130lbs and i got the medium for the extra length.,5,1,0
35,"i was a little hesitant to order this, thinking it would be too large and unflattering but thankfully i was wrong. this shirt is super cute and comfy. it is a bit of an oversized fit but the fabric drapes nicely and is quite flattering. my new go to outfit this fall will be this shirt with the sleeves rolled up, ankle jeans and my fave oxfords. i am 53, 115lbs and went with the size 4 regular",5,1,0
53,loved the idea of this but content felt too thin and sheer.,3,0,0
48,i purchased this adorable dress to wear on vacation. it is such a cute fun print. i purchased my regular size xs and it is a good fit. the material is a little stiff but the print makes up for it. got it during the 25 percent promo ..,4,1,0
56,"it was hard for me to rate how this was sizedit is tight through the bust, very baggy and boxy through the body, and short. looked gorgeous on the hanger though!",4,1,2
50,love this skirt! i have worn it to work with a simple black shirt for a great outfit! i have had many compliments on it. it is very flattering and comfortable!,5,1,0
42,"i tried this dress on in the store, and nearly bought it. other reviewers commented on the tight chest, but i must admit, this was the one part of the dress that fit like a dream on me. however, i am very small busted 34a. the waist is very flattering, as well. but, the skirt seemed to poof out at the wrong spots namely, where the pockets are i love pockets, but not when they create extra bulk at my widest points and the skirt was about two or three inches longer than i would have liked. anyt",4,1,0
