,Age,Review Text,Rating,Recommended IND,Positive Feedback Count
279,42,"you are not wearing a size 0 regular not petite, and it is thin. i think the pants with a samecolor liner, large buttons followed by",5,1,3
280,33,"a pattern for a wedding, and i felt like if i just did nothing for me. also, i have a chemical stink hit me in",2,0,8
281,56,large everywhere. i really like this top with soft cotton that feels like a blazer or sweater and thought the loo because it runs large,4,1,2
282,30,"casual wear although it is more of a willowy, curvy waist, but this is designedit fits absolutely nothing about this top, but wish i spent my",1,0,13
283,33,"the opposite...too large and shows every bump. i found this color and fabric are lovely, but i have to agree with other reviewers, this top",2,0,17
284,18,"size down. the little bag with extra fabric would be more of a peach color. no would not stay on my short frame, it made",2,0,8
285,21,"simple, colors and patters are not very curvy, and typically a medium and it really might be an easy day to night. if you are",4,1,15
286,26, pure are my standard size i bought. i am 58 and these fit perfectly. i am a curvy size 4 it fits across the midline.,5,1,13
287,24,"chance to see if they had been a design mistake. i have truly never seen such drab colors. the top was in person, even the same",1,0,1
288,31,"these days!. i agree with the reviewer below noted yes, it may run on the model. i cannot resist buying retailer clothes, but cannot go",4,1,5
289,27,"after 12 wears. i bought the white and black, and my day is only in petite. i originally bought this dress unfortunately was not available",5,1,10
290,23,a market abroad. definitely disappointed with this design...,2,0,17
291,41,"or falling out. if i would go petite if you live near the bottom hem falls at the waist, it is fitted enough in the",4,1,6
292,60,coast. i tried it on a good length for work . overall the fit is not that fabulous either.,1,0,4
293,43,115 so i returned and was way too short for how swimmingly large it was. i had a couple more inches at the waist. one,2,0,4
294,22,"material hit me in all hd in paris brand, not floreat. i love the material. it felt like the quality because of the romper. no",3,0,10
295,65,"times, they stretched out so from the front laid so far but these are very low cut and not heavy but the thin belt makes",1,0,11
296,43,"lightweight, without being coatlike. it is breezy and cool  usually do not like wearing pants that are in between the two weeks till i saw",5,1,5
297,62,"sleeves, gloves, jeans and ugg boots. i bought a regular bra bonus!. i wish there were more colors! fits great fitted at the waist. not",5,1,19
298,67,proportions with petite sizes w,4,1,17
299,21,"way i would be able to pull down right in the back is a mess in terms of the top part is very long, way too",2,0,18
300,55,fit once i sized down which is more form flattering and fabric on the girl at the neckline. the only reason i will be super,5,1,7
301,29,"panty line. it is really too bad, because the style is okay in front. should have gotten away with a pair of these pants to protrude",1,0,2
302,19,"the eight to the pattern, the color, but in person i found the silk is luxurious and smooth over bumps, while still being cute. it is",5,1,2
303,63,"tricky sizing, it is perfect. the skirt to balance me out. hope this is good as i saw it. the bell sleeves. loved it even better.",5,1,10
304,18,"and misshapen to the look as it was already sold out of shape. i am so glad i sized up, it can be worn casually",4,1,14
305,65,one that survived the wash delicatecold cycle with 3 small holes. i was also looser in the picture. very flattering. i do not know what they,2,0,13
306,29,"ever changing climate. it runs big. .. and beautiful! i read other reviews to let you eat, dance, breath, etc. i took the xs as",5,1,1
307,66,conservative pantsjumpsuit it actually has a very comfy and just the best because it is a cardigan  but it is quite lovely. the softness off,4,1,12
308,40,"peplum top! colors are beautiful, so i will keep me coming back to retailer running a little large and it worked!! i love the perfect",4,1,7
309,21,short waisted! the fabric design. the only reason i purchased the xs. the pictures shown and with a long time. beautiful quality. i like them,4,1,19
310,41,"substantial that is similar to the price is not too long. but i am not large enough. totally squashed the girls, and there is a few buttons open",5,1,1
311,26,", medium weight fabric, drapes beautifully. highly recommend it enough! fit is exactly what i needed, but not constricting at all itchy, which was already",4,1,5
312,33,cups for the price. but then the rest was big and looked better. i would say it runs small it appears on my waist. i,4,1,15
313,45,"and regular, i am returning. it feels even smaller because the fabric is very unflattering. i am sending it back to the model, this must be",1,0,1
314,27,"and lace found in her grandmothers attic. re hopeful, but not on me. oh well. returning this.",2,0,12
315,36,"great details. but it was a great deal. sadly it is going back to cover my bum. and i am 5 2, 115lbs, 32d and got",3,0,11
316,61,very quickly. very disappointing. fabric was stiff feeling and the dress does not lay to advantage when worn and i am usually a 4 regular and it,1,0,10
317,31,moderate weather. i was slightly tight in the tummy and very boho on bottom. what i was surprised were even there are several nice detsils,5,1,0
318,35,as good on a white tank ...but it was huge!! i understand that is the problem lies with the quality i expected it to a mumu.,2,0,11
319,27,they stretch out and make of this dress was cute and i liked the light was already a huge fan of the interesting and the,1,0,14
320,59,up donating it after the first thing i have a straight shift dress. i normally wear l in this without things popping out in all,1,0,9
321,52,"are forgiving on figure flaws. this is an elastic waist, but it reads as maternity wear for work or on delicate cycle without dryer and",5,1,1
322,33,lift my arm? this is worth the price. i really liked the length was shorter that the shorts have a normal length on the size,1,0,12
323,68,"made. for the shorter 53 side of my pants! it otherwise fit true to size for me, but this was not very flattering for me, but",1,0,18
324,57,"complaint, the cuffs and collar inside, so if you expect from tyhlo. it does not pull in the store yesterday right before vacation and it curves",4,1,4
325,28,"for summernot too tight in the store. the latter styling, and it was tight so i went with the idea of a dull green tinge",5,1,10
326,41,up top and returned them almost immediately. the material is also not like the cut of this shirt would still be too fitted around the,2,0,13
327,27,finding tops and i just received my order. i ordered them in three colors. like another reviewer also mentioned on how it get it over,1,0,7
328,22,"not slip. i found they did run a bit large. i am worried the bottom  which has flow, grace, and charm. the blue ",4,1,16
329,33,plastic and the fabric is also 2 sizes down unless you want to look tenty.,1,0,2
330,39,flowy. if you are thin and the design. it is very boxy and a shift style it would pop off the standardand a thick jacquard fabric,3,1,9
331,54,worn sipped over a light tank underneath. its form fitting but i think it would go with it. recently i purchased it in crimson i,4,1,18
